item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM003148,TXN001068,PROD0048,2,3442.24,10,6196.03
ITEM003149,TXN001068,PROD0164,1,1846.79,0,1846.79
ITEM003150,TXN001068,PROD0173,1,2073.48,15,1762.46
ITEM003151,TXN001069,PROD0084,3,1290.66,10,3484.78
ITEM003152,TXN001070,PROD0196,3,1340.99,5,3821.82
ITEM003153,TXN001070,PROD0074,4,3809.77,5,14477.13
ITEM003154,TXN001070,PROD0101,4,3761.47,5,14293.59
ITEM003155,TXN001070,PROD0369,2,3957.37,5,7519.0
ITEM003156,TXN001071,PROD0484,2,1856.52,0,3713.04
ITEM003157,TXN001071,PROD0027,4,899.04,15,3056.74
ITEM003158,TXN001072,PROD0019,3,373.2,0,1119.6
ITEM003159,TXN001073,PROD0299,1,4378.61,15,3721.82
ITEM003160,TXN001074,PROD0430,3,3880.02,15,9894.05
ITEM003161,TXN001075,PROD0004,1,1176.77,5,1117.93
ITEM003162,TXN001075,PROD0231,4,4860.69,5,18470.62
ITEM003163,TXN001075,PROD0438,2,2175.66,15,3698.62
ITEM003164,TXN001076,PROD0262,2,765.52,15,1301.38
ITEM003165,TXN001076,PROD0410,4,2003.28,5,7612.46
ITEM003166,TXN001076,PROD0436,1,1211.55,10,1090.39
ITEM003167,TXN001076,PROD0261,3,3089.94,0,9269.82
ITEM003168,TXN001076,PROD0240,2,2250.14,15,3825.24
ITEM003169,TXN001077,PROD0217,4,1083.99,10,3902.36
ITEM003170,TXN001077,PROD0131,3,726.32,15,1852.12
ITEM003171,TXN001077,PROD0138,3,778.69,15,1985.66
ITEM003172,TXN001077,PROD0378,4,443.15,0,1772.6
ITEM003173,TXN001078,PROD0240,1,2250.14,10,2025.13
ITEM003174,TXN001078,PROD0024,1,2480.88,0,2480.88
ITEM003175,TXN001078,PROD0208,1,2379.26,0,2379.26
ITEM003176,TXN001078,PROD0303,1,1843.99,10,1659.59
ITEM003177,TXN001079,PROD0403,2,4631.36,15,7873.31
ITEM003178,TXN001079,PROD0177,3,2803.9,5,7991.12
ITEM003179,TXN001080,PROD0413,1,3641.77,5,3459.68
ITEM003180,TXN001080,PROD0094,4,4665.7,15,15863.38
ITEM003181,TXN001080,PROD0229,4,3228.58,5,12268.6
ITEM003182,TXN001081,PROD0112,1,3875.12,10,3487.61
ITEM003183,TXN001081,PROD0105,1,3578.77,0,3578.77
ITEM003184,TXN001081,PROD0166,2,2528.81,0,5057.62
ITEM003185,TXN001081,PROD0193,3,1837.55,5,5237.02
ITEM003186,TXN001081,PROD0217,4,1083.99,10,3902.36
ITEM003187,TXN001082,PROD0073,3,328.64,15,838.03
ITEM003188,TXN001082,PROD0397,1,3831.93,0,3831.93
ITEM003189,TXN001083,PROD0326,2,1790.07,15,3043.12
ITEM003190,TXN001084,PROD0010,1,4864.55,0,4864.55
ITEM003191,TXN001084,PROD0311,3,4030.14,10,10881.38
ITEM003192,TXN001084,PROD0040,4,442.12,5,1680.06
ITEM003193,TXN001084,PROD0284,4,1990.23,10,7164.83
ITEM003194,TXN001084,PROD0154,1,1585.98,10,1427.38
ITEM003195,TXN001085,PROD0303,3,1843.99,10,4978.77
ITEM003196,TXN001085,PROD0467,3,803.65,5,2290.4
ITEM003197,TXN001085,PROD0081,4,3480.91,10,12531.28
ITEM003198,TXN001085,PROD0391,2,619.12,15,1052.5
ITEM003199,TXN001085,PROD0112,1,3875.12,10,3487.61
ITEM003200,TXN001086,PROD0217,2,1083.99,10,1951.18
ITEM003201,TXN001087,PROD0412,2,2797.31,0,5594.62
ITEM003202,TXN001087,PROD0407,1,711.36,0,711.36
ITEM003203,TXN001087,PROD0143,4,2064.78,10,7433.21
ITEM003204,TXN001088,PROD0478,2,4400.76,15,7481.29
ITEM003205,TXN001088,PROD0293,2,1272.74,10,2290.93
ITEM003206,TXN001089,PROD0278,3,691.1,5,1969.63
ITEM003207,TXN001089,PROD0363,1,3737.49,5,3550.62
ITEM003208,TXN001089,PROD0499,4,4414.28,10,15891.41
ITEM003209,TXN001089,PROD0280,2,3125.97,10,5626.75
ITEM003210,TXN001089,PROD0401,3,3312.82,0,9938.46
ITEM003211,TXN001090,PROD0162,4,3126.38,0,12505.52
ITEM003212,TXN001090,PROD0392,4,3635.65,15,12361.21
ITEM003213,TXN001091,PROD0264,4,1970.12,10,7092.43
ITEM003214,TXN001091,PROD0224,3,1516.08,5,4320.83
ITEM003215,TXN001091,PROD0157,3,4811.82,10,12991.91
ITEM003216,TXN001091,PROD0428,4,3284.14,10,11822.9
ITEM003217,TXN001091,PROD0315,4,3414.63,15,11609.74
ITEM003218,TXN001092,PROD0314,4,1879.21,0,7516.84
ITEM003219,TXN001092,PROD0320,3,1466.11,5,4178.41
ITEM003220,TXN001092,PROD0036,4,520.65,0,2082.6
ITEM003221,TXN001093,PROD0483,4,3637.11,10,13093.6
ITEM003222,TXN001093,PROD0328,1,3241.55,0,3241.55
ITEM003223,TXN001093,PROD0236,2,3459.24,10,6226.63
ITEM003224,TXN001093,PROD0058,4,1224.45,10,4408.02
ITEM003225,TXN001093,PROD0097,3,987.31,0,2961.93
ITEM003226,TXN001094,PROD0151,1,2021.5,5,1920.42
ITEM003227,TXN001094,PROD0098,1,2328.8,10,2095.92
ITEM003228,TXN001094,PROD0460,4,4501.64,5,17106.23
ITEM003229,TXN001094,PROD0254,1,3555.39,10,3199.85
ITEM003230,TXN001094,PROD0198,4,3162.35,15,10751.99
ITEM003231,TXN001095,PROD0201,2,1071.49,10,1928.68
ITEM003232,TXN001096,PROD0392,1,3635.65,10,3272.09
ITEM003233,TXN001097,PROD0216,4,268.84,10,967.82
ITEM003234,TXN001097,PROD0101,4,3761.47,5,14293.59
ITEM003235,TXN001097,PROD0033,2,4770.17,15,8109.29
ITEM003236,TXN001097,PROD0154,1,1585.98,15,1348.08
ITEM003237,TXN001098,PROD0092,3,2307.26,0,6921.78
ITEM003238,TXN001099,PROD0066,3,4604.07,5,13121.6
ITEM003239,TXN001099,PROD0177,2,2803.9,15,4766.63
ITEM003240,TXN001100,PROD0235,1,2878.4,5,2734.48
ITEM003241,TXN001100,PROD0090,3,1202.93,10,3247.91
ITEM003242,TXN001100,PROD0064,1,2585.14,10,2326.63
ITEM003243,TXN001101,PROD0054,3,1774.04,15,4523.8
ITEM003244,TXN001102,PROD0464,2,528.71,10,951.68
ITEM003245,TXN001102,PROD0316,2,4075.56,5,7743.56
ITEM003246,TXN001102,PROD0098,1,2328.8,0,2328.8
ITEM003247,TXN001102,PROD0094,2,4665.7,5,8864.83
ITEM003248,TXN001102,PROD0297,1,3862.19,15,3282.86
ITEM003249,TXN001103,PROD0026,4,3112.75,5,11828.45
ITEM003250,TXN001103,PROD0164,1,1846.79,0,1846.79
ITEM003251,TXN001103,PROD0491,4,2097.71,15,7132.21
ITEM003252,TXN001104,PROD0491,2,2097.71,0,4195.42
ITEM003253,TXN001104,PROD0235,4,2878.4,15,9786.56
ITEM003254,TXN001104,PROD0033,4,4770.17,15,16218.58
ITEM003255,TXN001104,PROD0488,3,4982.07,0,14946.21
ITEM003256,TXN001105,PROD0381,3,1345.41,10,3632.61
ITEM003257,TXN001105,PROD0243,1,1627.75,5,1546.36
ITEM003258,TXN001105,PROD0284,1,1990.23,15,1691.7
ITEM003259,TXN001105,PROD0452,4,1707.89,5,6489.98
ITEM003260,TXN001106,PROD0421,4,1058.7,5,4023.06
ITEM003261,TXN001106,PROD0454,1,4532.19,15,3852.36
ITEM003262,TXN001107,PROD0478,2,4400.76,5,8361.44
ITEM003263,TXN001108,PROD0229,1,3228.58,5,3067.15
ITEM003264,TXN001108,PROD0296,2,4810.05,10,8658.09
ITEM003265,TXN001109,PROD0317,2,3222.67,15,5478.54
ITEM003266,TXN001109,PROD0388,3,4456.44,5,12700.85
ITEM003267,TXN001109,PROD0124,4,3097.45,15,10531.33
ITEM003268,TXN001109,PROD0247,2,4010.33,10,7218.59
ITEM003269,TXN001109,PROD0187,3,3293.79,15,8399.16
ITEM003270,TXN001110,PROD0197,1,315.56,5,299.78
ITEM003271,TXN001110,PROD0072,4,4740.59,10,17066.12
ITEM003272,TXN001111,PROD0264,1,1970.12,0,1970.12
ITEM003273,TXN001111,PROD0019,2,373.2,10,671.76
ITEM003274,TXN001111,PROD0153,1,692.92,10,623.63
ITEM003275,TXN001111,PROD0413,1,3641.77,5,3459.68
ITEM003276,TXN001112,PROD0066,4,4604.07,10,16574.65
ITEM003277,TXN001112,PROD0132,2,4395.03,5,8350.56
ITEM003278,TXN001112,PROD0439,2,1706.85,15,2901.64
ITEM003279,TXN001112,PROD0354,1,448.51,10,403.66
ITEM003280,TXN001113,PROD0433,1,4929.55,10,4436.6
ITEM003281,TXN001114,PROD0293,4,1272.74,0,5090.96
ITEM003282,TXN001114,PROD0420,3,2944.5,15,7508.47
ITEM003283,TXN001115,PROD0039,4,1225.5,0,4902.0
ITEM003284,TXN001115,PROD0040,3,442.12,10,1193.72
ITEM003285,TXN001116,PROD0233,2,2711.09,0,5422.18
ITEM003286,TXN001116,PROD0228,4,4683.38,10,16860.17
ITEM003287,TXN001116,PROD0198,4,3162.35,15,10751.99
ITEM003288,TXN001117,PROD0324,3,2977.15,15,7591.73
ITEM003289,TXN001117,PROD0326,1,1790.07,0,1790.07
ITEM003290,TXN001117,PROD0126,3,3745.59,15,9551.25
ITEM003291,TXN001117,PROD0043,2,2016.11,5,3830.61
ITEM003292,TXN001118,PROD0083,2,2555.58,5,4855.6
ITEM003293,TXN001118,PROD0409,2,353.09,15,600.25
ITEM003294,TXN001119,PROD0276,3,2523.57,15,6435.1
ITEM003295,TXN001120,PROD0274,2,1877.06,5,3566.41
ITEM003296,TXN001121,PROD0182,3,3702.62,10,9997.07
ITEM003297,TXN001121,PROD0285,1,632.54,15,537.66
ITEM003298,TXN001121,PROD0439,1,1706.85,5,1621.51
ITEM003299,TXN001121,PROD0094,3,4665.7,5,13297.24
ITEM003300,TXN001122,PROD0386,3,3147.02,10,8496.95
ITEM003301,TXN001122,PROD0290,1,1762.0,5,1673.9
ITEM003302,TXN001122,PROD0367,1,303.3,15,257.81
ITEM003303,TXN001122,PROD0413,1,3641.77,15,3095.5
ITEM003304,TXN001122,PROD0142,2,1751.09,15,2976.85
ITEM003305,TXN001123,PROD0495,2,4991.02,15,8484.73
ITEM003306,TXN001123,PROD0415,3,2471.3,15,6301.82
ITEM003307,TXN001123,PROD0432,3,1018.22,15,2596.46
ITEM003308,TXN001123,PROD0124,3,3097.45,5,8827.73
ITEM003309,TXN001124,PROD0235,3,2878.4,15,7339.92
ITEM003310,TXN001124,PROD0067,3,3856.45,15,9833.95
ITEM003311,TXN001124,PROD0491,4,2097.71,15,7132.21
ITEM003312,TXN001124,PROD0360,3,2869.95,0,8609.85
ITEM003313,TXN001124,PROD0269,4,3376.43,5,12830.43
ITEM003314,TXN001125,PROD0363,3,3737.49,5,10651.85
ITEM003315,TXN001125,PROD0448,3,1602.43,15,4086.2
ITEM003316,TXN001126,PROD0291,2,2770.44,15,4709.75
ITEM003317,TXN001127,PROD0143,1,2064.78,5,1961.54
ITEM003318,TXN001127,PROD0223,4,2555.03,0,10220.12
ITEM003319,TXN001127,PROD0283,1,4669.23,5,4435.77
ITEM003320,TXN001127,PROD0324,4,2977.15,15,10122.31
ITEM003321,TXN001127,PROD0487,3,409.63,10,1106.0
ITEM003322,TXN001128,PROD0112,2,3875.12,10,6975.22
ITEM003323,TXN001129,PROD0417,3,4526.34,5,12900.07
ITEM003324,TXN001129,PROD0353,1,3804.98,10,3424.48
ITEM003325,TXN001129,PROD0125,4,4371.75,10,15738.3
ITEM003326,TXN001129,PROD0083,1,2555.58,15,2172.24
ITEM003327,TXN001129,PROD0446,2,3183.25,10,5729.85
ITEM003328,TXN001130,PROD0148,4,1462.99,15,4974.17
ITEM003329,TXN001130,PROD0005,3,2191.69,5,6246.32
ITEM003330,TXN001130,PROD0114,4,1018.09,10,3665.12
ITEM003331,TXN001130,PROD0258,3,3067.33,0,9201.99
ITEM003332,TXN001131,PROD0117,4,874.18,15,2972.21
ITEM003333,TXN001131,PROD0424,3,2323.66,10,6273.88
ITEM003334,TXN001131,PROD0494,2,4566.37,5,8676.1
ITEM003335,TXN001131,PROD0122,3,717.54,5,2044.99
ITEM003336,TXN001132,PROD0211,3,4999.27,0,14997.81
ITEM003337,TXN001132,PROD0428,1,3284.14,0,3284.14
ITEM003338,TXN001132,PROD0072,1,4740.59,0,4740.59
ITEM003339,TXN001132,PROD0409,1,353.09,15,300.13
ITEM003340,TXN001133,PROD0482,2,3914.58,10,7046.24
ITEM003341,TXN001134,PROD0414,4,2612.24,5,9926.51
ITEM003342,TXN001134,PROD0160,1,4500.7,10,4050.63
ITEM003343,TXN001135,PROD0480,2,2141.17,10,3854.11
ITEM003344,TXN001135,PROD0259,3,2377.88,5,6776.96
ITEM003345,TXN001135,PROD0158,3,1330.7,15,3393.29
ITEM003346,TXN001135,PROD0431,1,807.68,0,807.68
ITEM003347,TXN001135,PROD0235,3,2878.4,5,8203.44
ITEM003348,TXN001136,PROD0164,1,1846.79,5,1754.45
ITEM003349,TXN001136,PROD0174,1,4672.3,0,4672.3
ITEM003350,TXN001136,PROD0176,1,3945.47,10,3550.92
ITEM003351,TXN001136,PROD0492,3,2499.63,5,7123.95
ITEM003352,TXN001136,PROD0200,4,2168.27,0,8673.08
ITEM003353,TXN001137,PROD0440,2,938.33,15,1595.16
ITEM003354,TXN001137,PROD0194,2,717.2,5,1362.68
ITEM003355,TXN001137,PROD0292,1,2088.1,5,1983.69
ITEM003356,TXN001138,PROD0325,2,1976.6,10,3557.88
ITEM003357,TXN001139,PROD0064,3,2585.14,15,6592.11
ITEM003358,TXN001139,PROD0468,2,1210.8,0,2421.6
ITEM003359,TXN001139,PROD0407,1,711.36,10,640.22
ITEM003360,TXN001139,PROD0432,1,1018.22,10,916.4
ITEM003361,TXN001140,PROD0047,3,3156.62,10,8522.87
ITEM003362,TXN001141,PROD0311,3,4030.14,0,12090.42
ITEM003363,TXN001142,PROD0123,4,4636.85,10,16692.66
ITEM003364,TXN001142,PROD0160,4,4500.7,10,16202.52
ITEM003365,TXN001142,PROD0295,1,4436.26,5,4214.45
ITEM003366,TXN001142,PROD0305,3,2502.73,0,7508.19
ITEM003367,TXN001142,PROD0252,1,2230.62,10,2007.56
ITEM003368,TXN001143,PROD0280,3,3125.97,15,7971.22
ITEM003369,TXN001143,PROD0332,4,3496.49,15,11888.07
ITEM003370,TXN001143,PROD0123,1,4636.85,5,4405.01
ITEM003371,TXN001144,PROD0432,3,1018.22,10,2749.19
ITEM003372,TXN001144,PROD0289,3,748.68,10,2021.44
ITEM003373,TXN001144,PROD0223,2,2555.03,10,4599.05
ITEM003374,TXN001144,PROD0139,2,2484.57,10,4472.23
ITEM003375,TXN001145,PROD0370,1,4731.9,10,4258.71
ITEM003376,TXN001145,PROD0174,2,4672.3,10,8410.14
ITEM003377,TXN001145,PROD0376,1,4585.23,15,3897.45
ITEM003378,TXN001146,PROD0160,4,4500.7,0,18002.8
ITEM003379,TXN001146,PROD0113,2,4558.32,15,7749.14
ITEM003380,TXN001146,PROD0252,3,2230.62,15,5688.08
ITEM003381,TXN001146,PROD0062,4,2451.93,5,9317.33
ITEM003382,TXN001146,PROD0385,4,4007.8,5,15229.64
ITEM003383,TXN001147,PROD0186,1,4684.0,5,4449.8
ITEM003384,TXN001147,PROD0444,2,773.06,0,1546.12
ITEM003385,TXN001147,PROD0498,4,4171.66,15,14183.64
ITEM003386,TXN001147,PROD0024,1,2480.88,5,2356.84
ITEM003387,TXN001147,PROD0127,1,2970.94,5,2822.39
ITEM003388,TXN001148,PROD0357,1,4997.28,15,4247.69
ITEM003389,TXN001149,PROD0321,1,2895.57,15,2461.23
ITEM003390,TXN001149,PROD0429,2,722.28,0,1444.56
ITEM003391,TXN001149,PROD0427,2,896.46,15,1523.98
ITEM003392,TXN001150,PROD0008,3,4007.66,5,11421.83
ITEM003393,TXN001150,PROD0285,3,632.54,5,1802.74
ITEM003394,TXN001150,PROD0095,1,4737.6,5,4500.72
ITEM003395,TXN001151,PROD0116,3,1174.97,15,2996.17
ITEM003396,TXN001151,PROD0345,1,2620.57,5,2489.54
ITEM003397,TXN001152,PROD0367,1,303.3,5,288.13
ITEM003398,TXN001152,PROD0204,1,3901.12,5,3706.06
ITEM003399,TXN001152,PROD0243,3,1627.75,15,4150.76
ITEM003400,TXN001153,PROD0438,4,2175.66,5,8267.51
ITEM003401,TXN001153,PROD0239,1,2338.36,0,2338.36
ITEM003402,TXN001153,PROD0463,2,3614.46,5,6867.47
ITEM003403,TXN001153,PROD0251,2,1808.25,10,3254.85
ITEM003404,TXN001153,PROD0493,1,1794.23,5,1704.52
ITEM003405,TXN001154,PROD0043,4,2016.11,5,7661.22
ITEM003406,TXN001155,PROD0150,3,2426.07,0,7278.21
ITEM003407,TXN001155,PROD0266,2,4056.55,5,7707.44
ITEM003408,TXN001155,PROD0091,3,2561.55,5,7300.42
ITEM003409,TXN001156,PROD0493,3,1794.23,15,4575.29
ITEM003410,TXN001156,PROD0409,1,353.09,10,317.78
ITEM003411,TXN001156,PROD0415,4,2471.3,10,8896.68
ITEM003412,TXN001157,PROD0225,1,3174.82,0,3174.82
ITEM003413,TXN001157,PROD0453,3,2464.49,5,7023.8
ITEM003414,TXN001157,PROD0132,3,4395.03,5,12525.84
ITEM003415,TXN001157,PROD0377,1,376.86,10,339.17
ITEM003416,TXN001158,PROD0172,4,4185.45,15,14230.53
ITEM003417,TXN001158,PROD0500,1,4907.3,5,4661.94
ITEM003418,TXN001158,PROD0051,1,2478.61,5,2354.68
ITEM003419,TXN001159,PROD0032,2,2935.07,10,5283.13
ITEM003420,TXN001159,PROD0482,2,3914.58,5,7437.7
ITEM003421,TXN001159,PROD0094,2,4665.7,10,8398.26
ITEM003422,TXN001159,PROD0272,2,1101.87,5,2093.55
ITEM003423,TXN001159,PROD0150,3,2426.07,15,6186.48
ITEM003424,TXN001160,PROD0213,1,4346.45,5,4129.13
ITEM003425,TXN001161,PROD0358,3,993.04,0,2979.12
ITEM003426,TXN001162,PROD0042,1,546.47,15,464.5
ITEM003427,TXN001163,PROD0042,4,546.47,5,2076.59
ITEM003428,TXN001163,PROD0040,1,442.12,15,375.8
ITEM003429,TXN001164,PROD0466,3,3065.73,5,8737.33
ITEM003430,TXN001164,PROD0203,2,401.97,10,723.55
ITEM003431,TXN001164,PROD0258,1,3067.33,0,3067.33
ITEM003432,TXN001165,PROD0069,4,4547.52,15,15461.57
ITEM003433,TXN001166,PROD0329,3,2127.49,0,6382.47
ITEM003434,TXN001167,PROD0196,2,1340.99,5,2547.88
ITEM003435,TXN001167,PROD0102,2,2957.76,0,5915.52
ITEM003436,TXN001167,PROD0231,1,4860.69,15,4131.59
ITEM003437,TXN001167,PROD0472,2,723.55,5,1374.74
ITEM003438,TXN001167,PROD0216,1,268.84,15,228.51
ITEM003439,TXN001168,PROD0236,2,3459.24,10,6226.63
ITEM003440,TXN001169,PROD0317,2,3222.67,5,6123.07
ITEM003441,TXN001169,PROD0329,3,2127.49,15,5425.1
ITEM003442,TXN001169,PROD0145,3,1090.67,5,3108.41
ITEM003443,TXN001170,PROD0151,2,2021.5,5,3840.85
ITEM003444,TXN001170,PROD0079,4,4535.14,15,15419.48
ITEM003445,TXN001170,PROD0439,3,1706.85,5,4864.52
ITEM003446,TXN001170,PROD0380,2,4835.57,0,9671.14
ITEM003447,TXN001170,PROD0397,3,3831.93,0,11495.79
ITEM003448,TXN001171,PROD0112,2,3875.12,5,7362.73
ITEM003449,TXN001171,PROD0353,4,3804.98,15,12936.93
ITEM003450,TXN001171,PROD0105,1,3578.77,0,3578.77
ITEM003451,TXN001171,PROD0012,4,1036.1,5,3937.18
ITEM003452,TXN001172,PROD0300,3,1565.51,5,4461.7
ITEM003453,TXN001172,PROD0335,3,4024.55,10,10866.29
ITEM003454,TXN001172,PROD0170,4,849.83,5,3229.35
ITEM003455,TXN001172,PROD0020,4,762.35,0,3049.4
ITEM003456,TXN001172,PROD0492,4,2499.63,5,9498.59
ITEM003457,TXN001173,PROD0195,1,3722.66,5,3536.53
ITEM003458,TXN001173,PROD0295,1,4436.26,15,3770.82
ITEM003459,TXN001173,PROD0207,3,4812.53,0,14437.59
ITEM003460,TXN001173,PROD0058,1,1224.45,10,1102.01
ITEM003461,TXN001173,PROD0211,3,4999.27,15,12748.14
ITEM003462,TXN001174,PROD0001,3,1731.77,0,5195.31
ITEM003463,TXN001174,PROD0005,1,2191.69,0,2191.69
ITEM003464,TXN001174,PROD0402,3,1432.56,5,4082.8
ITEM003465,TXN001174,PROD0389,3,3202.04,0,9606.12
ITEM003466,TXN001175,PROD0440,2,938.33,10,1688.99
ITEM003467,TXN001176,PROD0375,2,4809.63,0,9619.26
ITEM003468,TXN001176,PROD0491,4,2097.71,15,7132.21
ITEM003469,TXN001176,PROD0033,3,4770.17,15,12163.93
ITEM003470,TXN001176,PROD0369,1,3957.37,10,3561.63
ITEM003471,TXN001177,PROD0423,4,4956.03,0,19824.12
ITEM003472,TXN001177,PROD0399,3,295.7,15,754.03
ITEM003473,TXN001178,PROD0344,2,2928.9,0,5857.8
ITEM003474,TXN001178,PROD0406,2,2093.89,5,3978.39
ITEM003475,TXN001179,PROD0163,2,4270.9,5,8114.71
ITEM003476,TXN001179,PROD0179,1,4328.63,0,4328.63
ITEM003477,TXN001179,PROD0381,3,1345.41,10,3632.61
ITEM003478,TXN001179,PROD0492,4,2499.63,15,8498.74
ITEM003479,TXN001179,PROD0483,1,3637.11,5,3455.25
ITEM003480,TXN001180,PROD0027,3,899.04,15,2292.55
ITEM003481,TXN001181,PROD0463,1,3614.46,0,3614.46
ITEM003482,TXN001181,PROD0031,1,3501.36,0,3501.36
ITEM003483,TXN001181,PROD0394,3,1874.15,0,5622.45
ITEM003484,TXN001181,PROD0344,1,2928.9,0,2928.9
ITEM003485,TXN001181,PROD0279,1,3713.86,5,3528.17
ITEM003486,TXN001182,PROD0107,3,1273.99,0,3821.97
ITEM003487,TXN001183,PROD0273,3,4817.15,5,13728.88
ITEM003488,TXN001183,PROD0079,1,4535.14,15,3854.87
ITEM003489,TXN001184,PROD0133,3,2183.06,10,5894.26
ITEM003490,TXN001185,PROD0471,1,2504.76,0,2504.76
ITEM003491,TXN001185,PROD0298,4,3472.11,5,13194.02
ITEM003492,TXN001185,PROD0470,1,784.4,0,784.4
ITEM003493,TXN001185,PROD0417,2,4526.34,10,8147.41
ITEM003494,TXN001186,PROD0319,4,2986.35,10,10750.86
ITEM003495,TXN001187,PROD0485,2,3918.82,5,7445.76
ITEM003496,TXN001188,PROD0398,4,2793.36,15,9497.42
ITEM003497,TXN001188,PROD0162,3,3126.38,5,8910.18
ITEM003498,TXN001189,PROD0014,3,1316.83,5,3752.97
ITEM003499,TXN001190,PROD0106,2,1295.1,10,2331.18
ITEM003500,TXN001190,PROD0283,2,4669.23,10,8404.61
ITEM003501,TXN001190,PROD0130,4,1068.63,15,3633.34
ITEM003502,TXN001190,PROD0034,3,887.15,0,2661.45
ITEM003503,TXN001190,PROD0494,4,4566.37,0,18265.48
ITEM003504,TXN001191,PROD0299,2,4378.61,10,7881.5
ITEM003505,TXN001191,PROD0214,1,3588.8,15,3050.48
ITEM003506,TXN001191,PROD0238,2,1537.85,0,3075.7
ITEM003507,TXN001191,PROD0223,4,2555.03,0,10220.12
ITEM003508,TXN001192,PROD0130,3,1068.63,15,2725.01
ITEM003509,TXN001193,PROD0052,4,2198.39,10,7914.2
ITEM003510,TXN001193,PROD0184,1,533.53,5,506.85
ITEM003511,TXN001193,PROD0181,4,4393.46,0,17573.84
ITEM003512,TXN001193,PROD0032,2,2935.07,5,5576.63
ITEM003513,TXN001193,PROD0074,1,3809.77,15,3238.3
ITEM003514,TXN001194,PROD0434,2,4157.32,10,7483.18
ITEM003515,TXN001194,PROD0421,3,1058.7,0,3176.1
ITEM003516,TXN001195,PROD0322,2,2122.44,10,3820.39
ITEM003517,TXN001195,PROD0408,3,3405.57,5,9705.87
ITEM003518,TXN001195,PROD0353,4,3804.98,5,14458.92
ITEM003519,TXN001195,PROD0189,4,1095.86,5,4164.27
ITEM003520,TXN001195,PROD0220,1,4638.06,15,3942.35
ITEM003521,TXN001196,PROD0038,1,4782.04,5,4542.94
ITEM003522,TXN001196,PROD0057,3,1378.03,15,3513.98
ITEM003523,TXN001196,PROD0123,2,4636.85,15,7882.65
ITEM003524,TXN001196,PROD0054,1,1774.04,15,1507.93
ITEM003525,TXN001197,PROD0068,4,1883.46,5,7157.15
ITEM003526,TXN001198,PROD0159,1,292.51,15,248.63
ITEM003527,TXN001198,PROD0005,4,2191.69,5,8328.42
ITEM003528,TXN001198,PROD0302,3,2716.9,0,8150.7
ITEM003529,TXN001198,PROD0374,4,4476.11,0,17904.44
ITEM003530,TXN001198,PROD0259,1,2377.88,15,2021.2
ITEM003531,TXN001199,PROD0375,1,4809.63,5,4569.15
ITEM003532,TXN001200,PROD0281,1,1849.62,5,1757.14
ITEM003533,TXN001200,PROD0115,1,3347.43,0,3347.43
ITEM003534,TXN001200,PROD0347,2,2742.06,5,5209.91
ITEM003535,TXN001200,PROD0133,4,2183.06,15,7422.4
ITEM003536,TXN001200,PROD0418,2,1819.84,15,3093.73
ITEM003537,TXN001201,PROD0070,3,2858.9,10,7719.03
ITEM003538,TXN001201,PROD0193,1,1837.55,0,1837.55
ITEM003539,TXN001201,PROD0394,3,1874.15,15,4779.08
ITEM003540,TXN001202,PROD0007,1,2514.73,10,2263.26
ITEM003541,TXN001202,PROD0112,1,3875.12,15,3293.85
ITEM003542,TXN001202,PROD0407,4,711.36,10,2560.9
ITEM003543,TXN001202,PROD0390,4,832.31,10,2996.32
ITEM003544,TXN001203,PROD0027,4,899.04,0,3596.16
ITEM003545,TXN001203,PROD0475,1,3424.54,5,3253.31
ITEM003546,TXN001203,PROD0367,1,303.3,10,272.97
ITEM003547,TXN001204,PROD0111,1,4431.71,0,4431.71
ITEM003548,TXN001205,PROD0337,2,4440.48,15,7548.82
ITEM003549,TXN001205,PROD0095,1,4737.6,15,4026.96
ITEM003550,TXN001205,PROD0383,1,2961.79,15,2517.52
ITEM003551,TXN001205,PROD0385,4,4007.8,5,15229.64
ITEM003552,TXN001205,PROD0336,1,1130.48,10,1017.43
ITEM003553,TXN001206,PROD0297,2,3862.19,5,7338.16
ITEM003554,TXN001207,PROD0245,1,3605.37,10,3244.83
ITEM003555,TXN001207,PROD0131,1,726.32,15,617.37
ITEM003556,TXN001207,PROD0265,2,299.85,10,539.73
ITEM003557,TXN001208,PROD0004,2,1176.77,0,2353.54
ITEM003558,TXN001209,PROD0467,1,803.65,5,763.47
ITEM003559,TXN001210,PROD0179,4,4328.63,10,15583.07
ITEM003560,TXN001210,PROD0095,2,4737.6,0,9475.2
ITEM003561,TXN001210,PROD0100,1,2986.12,10,2687.51
ITEM003562,TXN001210,PROD0213,2,4346.45,5,8258.25
ITEM003563,TXN001211,PROD0380,1,4835.57,15,4110.23
ITEM003564,TXN001211,PROD0396,3,4902.49,5,13972.1
ITEM003565,TXN001212,PROD0065,3,657.91,15,1677.67
ITEM003566,TXN001212,PROD0253,1,3122.32,0,3122.32
ITEM003567,TXN001212,PROD0100,2,2986.12,0,5972.24
ITEM003568,TXN001212,PROD0301,2,4083.55,15,6942.03
ITEM003569,TXN001212,PROD0047,1,3156.62,10,2840.96
ITEM003570,TXN001213,PROD0484,1,1856.52,10,1670.87
ITEM003571,TXN001214,PROD0108,2,629.32,10,1132.78
ITEM003572,TXN001214,PROD0190,2,1739.03,10,3130.25
ITEM003573,TXN001214,PROD0056,2,2879.09,10,5182.36
